City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
Dearborn,US,,load@nationexpressllc.com,+1 313-450-4575,17bccec8-eefd-4d4d-81b5-ae7f0d7323ee,Nation express llc,+1 313-436-0411,Michigan (MI),cd2a1e89-268c-417a-8315-1fd4e8492250,2025-11-04T14:20:57.116464+00:00,Involuntary Removal,None,Active,5000 Wyoming Ave,2022-10-24T19:11:29.112622+00:00,,48126-3817
Stillwater,US,Nate's Tree Service,office@natestreeservice.com,,2422d8ea-136f-46f6-8d68-ff36243fb497,Nate's Tree Service,+1 405-372-8733,Oklahoma (OK),577aae01-525e-4c13-aa86-118641dee1a3,2026-01-14T14:18:41.205524+00:00,Involuntary Removal,None,Active,2220 e 6th Ave,2022-02-04T17:40:10.079661+00:00,,74074
bealton,US,NASSEM TRUCKING LLC,NASSEMALHAWI@YAHOO.COM,,093d9ef4-b290-4dd6-b0ee-3dd14bddfccc,NASSEM TRUCKING LLC,+1 703-625-2474,Virginia (VA),97f6b718-d759-455a-8b95-1978f9b9b59e,2025-11-04T14:12:20.020906+00:00,Involuntary Removal,None,Active,7211 Covington corner rd,2023-01-10T14:13:51.745276+00:00,,22712
SYOSSET,US,NASSAU BOCES,lrice@nasboces.org,,c0818d50-f1b2-405b-93bf-005137c6cc93,NASSAU BOCES,+1 516-396-2020,New York (NY),581c7fa4-2681-43c3-ac7d-402b01603935,2025-11-04T14:01:26.94435+00:00,Involuntary Removal,None,Active,100 HASKET DR,2022-05-18T21:34:42.861307+00:00,,11791-4618
Nashville,US,Signature Transportation Services,safety@nashvillelimo.com,,ad55c08f-8d62-41cc-9015-641b53bfc36c,"Nashville Livery, Inc.",+1 615-244-5466,Tennessee (TN),11cd13bd-affd-4ea3-a3d1-18b6e30a090b,2026-01-14T13:55:47.963815+00:00,Involuntary Removal,None,Active,1306 Antioch Pike,2025-12-31T01:40:52.536677+00:00,https://nashvillelimo.com,37211
Narragansett,US,,ddepalo@nssk12.org,,38b61272-eab9-414c-91ad-74ec4bf5ae4b,Narragansett School System,+1 401-792-9440,Rhode Island (RI),7add7134-5bac-44a7-a159-90f6ab9813e8,2026-01-14T14:30:05.22247+00:00,Involuntary Removal,None,Active,25 5th Ave,2022-03-09T16:26:31.371574+00:00,,02882
East Orange,US,,narinetransport@gmail.com,+1 973-674-1522,fa6aeb46-f75b-444b-83a5-fc2104028081,Narine Jr. Transportation Inc.,+1 973-713-4534,New Jersey (NJ),46d71eee-c277-4061-9c06-dca9bea60dc5,2026-01-14T14:13:03.278982+00:00,Involuntary Removal,None,Active,83 South Clinton Street,2023-04-19T18:29:59.860197+00:00,,07018-3101
Napoleon,US,,dispatch@napoleonschools.org,,677d435e-cb8a-4c04-9b1f-6306e62ef791,Napoleon Community Schools ,+1 517-905-5710,Michigan (MI),d33616e6-afbf-4517-ba3f-9a67767cc229,2025-11-04T14:22:27.647287+00:00,Involuntary Removal,None,Active,198 West St,2022-03-23T18:35:10.203195+00:00,,49261
Naperville,US,,annette@napervilletrolley.com,,c9d4047f-8020-40a8-8aed-3068ca6fc16b,"Naperville Trolley & Tours, Ltd.",+1 630-355-2242,Illinois (IL),bdde0048-7e81-470e-8f6c-fb229313f3c4,2026-01-14T14:50:32.911876+00:00,Involuntary Removal,None,Active,936 Lilac Ln,2024-05-29T14:46:03.185444+00:00,http://www.napervilletrolley.com,60540-7234
Napa,US,Napa Valley Unified School District,Justin_binion@nvusd.org,,bd8b7f87-9559-46ee-8ed8-c966db396583,Napa Valley Unified School District,+1 707-253-3454,California (CA),acb9d2e5-a539-48cd-9f4f-414e8f5f8459,2025-11-04T14:15:11.068502+00:00,Involuntary Removal,None,Active,1340 Menlo Ave,2022-05-17T12:15:36.678163+00:00,,94558
Boulevard,US,,nancykgood@gmail.com,,f1561f2c-3f03-4859-9c41-8d37a084e8d5,Nancy Good,+1 619-743-1517,California (CA),aed74353-da2d-44d7-9a5f-8e439de4d71e,2026-01-14T14:45:39.199118+00:00,Involuntary Removal,None,Active,37649 Old Hwy 80,2022-02-01T16:04:01.748911+00:00,,91905
Harper,US,Nancy g Gonzalez express llc,gonzalesnancy98@gmail.com,,478d2e33-fd2d-4030-bd93-1980351b90e3,Nancy G Gonzales express llc,+1 254-217-3344,Texas (TX),9960f996-340f-4ef6-af81-8354729c3b97,2025-11-04T14:13:49.869416+00:00,Involuntary Removal,None,Active,65 Lakin Spur,2023-05-09T17:52:51.808861+00:00,,78631-8655
Placentia,US,,juan.lopez4@ecolab.com,,46f15043-6cb3-440d-badb-f944d212c607,Nalco Water,+1 657-258-4308,California (CA),f107762b-c54d-4d54-8141-c746e7d5afa3,2026-01-14T15:07:49.711636+00:00,Involuntary Removal,None,Active,1961 Petra Lane,2024-08-08T13:53:23.193507+00:00,,92870
Austin,US,,nafatafreightline@gmail.com,,ed2411cc-305a-464c-9283-4fbaee2d4cf6,NAFATA Freightline LLC,+1 512-717-5774,Texas (TX),57f6f751-3570-4c9d-8b50-796ed66afe3f,2025-11-04T14:01:24.641467+00:00,Involuntary Removal,None,Active,11608 April Dr,2022-07-11T18:23:05.803463+00:00,,78753-2977
Naches,US,,mmadrigal@nvsd.org,,98c7f0ad-7a87-4e85-aad8-0a60c9378e5a,Naches Valley School DIstrict,+1 509-653-1816,Washington (WA),aace3288-02a2-4d35-bd19-ea380fa3749b,2025-11-04T14:15:01.609341+00:00,Involuntary Removal,None,Active,24 Shafer Ave,2022-03-09T16:14:21.961371+00:00,,98937
Holland,US,Green Transportation,abaker@greentransportationinc.com,+1 616-928-0783,10aebd96-cf02-41ec-82e5-6b0cbb2aa7e8,"Nabem, LLC.",+1 866-613-9251,Michigan (MI),187fd954-2669-4269-9fca-83c028366c1b,2025-11-04T13:52:25.275356+00:00,Involuntary Removal,None,Active,871 Interchange Dr.,2022-03-23T18:41:17.114717+00:00,https://www.drive4green.com,49423
Belpre,US,,dieselguy1997@yahoo.com,,1eb3af50-7aa0-48b0-9d47-cf5ac4a6a7c3,N.T. Lewis Trucking LLC,+1 740-860-1535,Ohio (OH),314365ce-ad11-4b4b-a03b-e27e002d6307,2025-11-04T13:55:48.696008+00:00,Involuntary Removal,None,Active,2087 Barth Rd,2022-08-18T13:11:58.444506+00:00,,45714-9406
Bettendorf,US,,erin@njmiller-hawkeye.com,+1 563-391-0090,f9203d74-c118-4fd2-8abc-422bdd83d0d5,"N.J. Miller, Inc.",+1 563-391-1021,Iowa (IA),2fef1996-a18e-452c-a2fc-93701b1cdb81,2026-01-14T14:05:28.540175+00:00,Involuntary Removal,None,Active,450 Devils Glen Rd,2022-03-23T19:23:48.488572+00:00,http://www.njmiller-hawkeye.com,52722
Marquette Heights,US,,jlindsay@dist102.org,+1 309-382-2122,0db021bb-179c-496b-9169-763686ee4011,N Pekin Marquette Hts 102,+1 309-382-2172,Illinois (IL),bd6c1ba2-409b-4a7a-bbfd-15958f89128d,2026-01-14T14:50:21.748462+00:00,Involuntary Removal,None,Active,51 Yates Road,2023-12-22T16:59:28.354719+00:00,,61554
Joliet,US,N And N Transport Express Inc,nntransp@gmail.com,,d29710cb-33e4-421d-b68a-afa6b2a614f8,N And N Transport Express Inc,+1 815-520-5055,Illinois (IL),27450e61-4cc7-42bc-80b8-dd60dcb8c560,2026-01-14T14:02:27.231928+00:00,Involuntary Removal,None,Active,409 W Bellarmine Dr,2024-02-21T20:11:23.808384+00:00,,60436
Washington,US,,jeffmarine20@gmail.com,,59e66a90-5d6a-4483-9d0e-6f53cd757da1,Myers LP Gas,+1 812-254-6809,Indiana (IN),98c4aa1e-00d3-4101-89ab-22e904471a3e,2026-01-14T14:38:39.281657+00:00,Involuntary Removal,None,Active,5668 IN-57,2024-09-05T20:33:58.089844+00:00,,47501-7590
St. Cloud,US,,mybtrucking@yahoo.com,,8b031793-686f-481c-b5f6-51b8bf0041e9,"MYB Trucking, Inc",+1 407-948-1483,Florida (FL),024bf6ea-8697-4fe4-9c38-5dd3110525dd,2025-11-04T13:49:26.415028+00:00,Involuntary Removal,None,Active,1914 Passiflora Ln,2022-03-24T13:44:11.388577+00:00,,34771-8855
Greentown,US,FOREVER FREIGHT DRIVING SCHOOL,toastofthetown.tb@gmail.com,,a818cd1c-21ba-40a0-b329-4e89919da297,MY WAY ON THE HIGHWAY LLC,+1 845-375-7110,Pennsylvania (PA),1b50e714-d399-459e-92a9-c7fea1b8b952,2026-01-14T13:58:30.41034+00:00,Involuntary Removal,None,Active,133 W Hemlock Dr,2025-11-17T14:18:55.291267+00:00,,18426
Jacksonville,US,My Turn Transport LLC,myturntransport@gmail.com,,4d483683-b120-4d84-9361-4643fd96f9f1,My Turn Transport LLC,+1 904-962-3344,Florida (FL),11e94f7a-2f02-4a99-9d68-fb95db12cdd6,2025-11-04T13:51:25.340111+00:00,Involuntary Removal,None,Active,55 j patterson dr,2022-02-02T13:06:25.752038+00:00,,32204
Fort Worth,US,My limo,sam@mylimoofdallas.com,,25a40a88-db94-4ca7-9288-d7b6b68620f6,My limo llc,+1 469-377-0117,Texas (TX),52301721-6cc8-4fa6-84af-18dce4c51d6c,2025-11-04T14:00:29.953128+00:00,Involuntary Removal,None,Active,3505 Varden St,2023-03-24T15:32:20.779152+00:00,,76244-9519
North Las Vegas,US,,elias.davidortiz@mvtransit.com,,03087ff4-0da3-4c08-b162-536e4cb8f950,MV Contract Transportation Inc.,+1 702-647-5100,Nevada (NV),05570d90-0c60-4d60-8023-8e2357f6bf95,2025-11-04T13:49:47.033333+00:00,Involuntary Removal,None,Active,3210 Citizen Ave.,2022-02-22T19:39:45.099697+00:00,,89032
gardena,US,Mutual Propane,sandro@mutualpropane.com,,fd4f8efd-d466-44f4-936c-f60fdaeaf0b1,Mutual Propane,+1 310-515-0553,California (CA),ff864050-31f9-4524-9adf-5e61806d58eb,2026-01-14T15:12:19.944346+00:00,Involuntary Removal,None,Active,17117 Broadway,2022-04-01T12:54:37.478306+00:00,,90248
Calabasas,US,,jaime@museschools.com,,35e4b8f2-480c-43e0-9f4f-cbe589d995c1,Muse Global LLC,+1 818-880-5437,California (CA),507b828f-6f68-440a-9b7f-582b3310ec1b,2026-01-14T14:16:19.093978+00:00,Involuntary Removal,None,Active,1666 Las Virgenes Canyon Rd,2023-04-27T14:24:31.847549+00:00,,91302-1920
Oskaloosa,US,,jim.gibson@musco.com,,81d742a7-beed-4364-a31f-950ca89563d0,Musco Sports Lighting LLC,+1 641-673-0411,Iowa (IA),3c259b62-4141-497d-9de2-20c60b9e7657,2026-01-14T14:09:33.338724+00:00,Involuntary Removal,None,Active,100 1st Ave W,2022-03-23T14:23:22.149282+00:00,,52577
Greenfield,US,MURUT CDL SCHOOL CORP,murutcdlschool@gmail.com,,3555befd-5531-4f8c-8cfc-7a9f56934466,MURUT CDL SCHOOL CORP,+1 202-813-7341,Wisconsin (WI),38fd4d2b-2211-41e0-bd31-6b9ae0ce56bd,2026-01-14T14:08:29.677478+00:00,Involuntary Removal,None,Active,6011 S 27th St,2024-06-17T16:28:51.35389+00:00,,53221-4804
Leeds,US,,murraysgarageinc@gmail.com,,715e90c1-97e3-47a7-8c68-6ce6f2e629fd,"Murray's Garage, Inc",+1 205-699-6651,Alabama (AL),52c67638-3848-4b16-9829-5efc983cb291,2025-11-04T14:00:35.009597+00:00,Involuntary Removal,None,Active,1600 9th Street ,2022-01-12T09:39:27.475912+00:00,https://www.murraysgarage.net/,35094
Huntingdon valley,US,,nomad@muramaster.com,,cbe2076d-983d-4c6c-ba96-3b24446d906e,muramaster express inc,+1 267-334-1292,Pennsylvania (PA),f4c96668-111e-4095-b88f-aab3a7a50c2b,2026-01-14T15:08:52.883075+00:00,Involuntary Removal,None,Active,2058 County Line Rd,2023-09-13T19:22:51.514956+00:00,,19006
Sayreville,US,,MUPHYTRANSPORTATIONCORP@GMAIL.COM,,6ea23359-b153-49e1-925a-1c3563eda7a4,MUPHY TRANSPORTATION CORP,+1 848-666-0474,New Jersey (NJ),ad7f2640-44b7-4df2-99a5-4d4020584add,2026-01-14T14:45:11.772174+00:00,Involuntary Removal,None,Active,1094 Bordentown Ave,2022-06-15T12:18:08.046216+00:00,,08859-1850
Chardon,US,Munson Township,munson@munsontwp.com,+1 440-286-1180,d6ff1b08-0fb0-4f40-8c02-a5b877951aa0,Munson Township,+1 440-286-9255,Ohio (OH),5293e9f8-165b-42e5-9baa-8aefec298665,2025-11-04T14:00:33.9422+00:00,Involuntary Removal,None,Active,12210 Auburn Rd.,2022-08-29T20:26:31.371436+00:00,,44024
Pittsburgh,US,Municipal authority of the twp of robinson,sbryan@robinsonwater.com,,e3867b9d-ccce-480f-801c-0b99a14ccfba,Municipal authority of the twp of robinson,+1 412-292-5576,Pennsylvania (PA),d8e895e6-3ae8-4edb-a82e-427ff20bfe92,2026-01-14T14:59:02.098307+00:00,Involuntary Removal,None,Active,4200 Campbells Run Road,2023-09-20T15:35:27.475195+00:00,,15205
Mulvane,US,,bcamfield@usd263.org,+1 316-777-1103,cd67130b-5aba-4cf0-bf9c-f38f821a428d,Mulvane School District USD263,+1 316-777-1102,Kansas (KS),b9213c42-ff80-48f2-b15b-8cec69affdc5,2025-11-04T14:19:17.976593+00:00,Involuntary Removal,None,Active,628 E Mulvane St,2023-06-27T15:58:26.068179+00:00,,67110-1663
SHERIDAN,US,MULLINAX INC,LAURA@MULLINAX-INC.COM,,23d5d7dd-dbbd-4304-b1a5-b5573407dd5d,MULLINAX INC,+1 307-751-0962,Wyoming (WY),765ca3e7-62e6-4deb-beed-30c395eb2c01,2026-01-14T14:28:36.462874+00:00,Involuntary Removal,None,Active,P.o. Box 2044,2022-02-23T23:47:14.010533+00:00,https://www.mullinax-inc.com,82801
Philadelphia,US,Muller Inc,syked60@aol.com,,5a92ce80-6541-424a-aed9-2e829b16eee3,Muller Inc,+1 215-581-1041,Pennsylvania (PA),5d68e0be-f190-4baf-86a8-3f7691f81a83,2025-11-04T14:02:07.563683+00:00,Involuntary Removal,None,Active,3827 Violet Drive,2024-06-04T16:32:56.393446+00:00,,19154
Walker,US,,bobbykeshia06@gmail.com,,5381d732-ccc1-4976-a786-e9827d8f37f5,Mullen Logging,+1 304-210-4284,West Virginia (WV),e28f5ead-02e4-46f9-81ee-280ca7bccdf9,2026-01-14T15:02:49.067938+00:00,Involuntary Removal,None,Active,25 Mullen Run Rd,2022-03-08T18:14:43.337666+00:00,,26180-9784
Westland,US,,armando.muco@gmail.com,,aac736be-3b4d-43aa-94a5-c04021c98139,Muco Transport,+1 734-799-7577,Michigan (MI),9c6ae24d-e081-4a56-8002-b16f2ef5dddc,2026-01-14T14:39:29.869461+00:00,Involuntary Removal,None,Active,350 Larchmont Dr,2023-09-29T18:48:45.939072+00:00,,48185-3469
Forestville,US,,steven@muckelectric.com,,8724c7ca-f814-41ae-a1f2-24f19e82e3c8,Muck Electric LLC,+1 716-965-6010,New York (NY),f8e6b2c4-c58b-4c63-af91-d436eecaefe4,2026-01-14T15:10:15.588451+00:00,Involuntary Removal,None,Active,2669 Rt 39,2024-08-20T19:23:59.370755+00:00,,14062
St. Charles,US,,curtis@mtitransportation.com,,e84d439d-d0c8-4d80-b98d-471379ab3e6b,MTI Training LLC,+1 630-675-4423,Illinois (IL),96e7f4cf-a01e-4a31-b425-88a2fd430f65,2025-11-04T14:19:01.46949+00:00,Involuntary Removal,None,Active,1318 S 12th St,2023-06-19T17:09:39.736001+00:00,,60174-3827
Mount Pleasant,US,Mt. Pleasant Sacred Heart Academy,joshuaadamsanders@gmail.com,,30d1ed26-10d6-4315-9dec-1bd1ed5ef2b5,Mt. Pleasant Sacred Heart Academy,+1 989-772-1385,Michigan (MI),2a1b3327-0921-47a8-a892-713477f3b460,2026-01-14T14:03:21.909544+00:00,Involuntary Removal,None,Active,302 S Kinney Ave,2022-11-28T16:48:42.79167+00:00,,48858-2707
Lexington,US,,mpope2012@gmail.com,,c63c590f-437b-464c-9f97-bd7ba98f40fd,Mt. Olivet Baptist Church,+1 859-231-0442,Kentucky (KY),e99e8aa3-6e63-4320-9da6-7da381b11bbc,2025-11-18T20:16:21.031882+00:00,Voluntary Removal,None,Active,1008 Delaware Ave,2024-06-21T13:39:05.380484+00:00,,40505-4002
Mt. Olive,US,,bkelly@mtoliveschools.org,,89ae3075-9399-4d53-b283-cef90edaf2cf,Mt. Olive CUSD #5,+1 217-999-7831,Illinois (IL),0e123af6-717f-4685-980c-d589b0a3cc14,2026-01-14T13:54:35.628629+00:00,Involuntary Removal,None,Active,804 West Main Street,2023-08-30T14:29:35.657811+00:00,,62069
Mount Angel,US,,darla.boen@masd91.org,,2d1e026f-71b4-4c70-be4b-b0e6865db263,Mt. Angel School District,+1 503-845-2345,Oregon (OR),04343fc1-8a07-4d0c-87de-e87604c9dccf,2025-11-04T13:49:39.375126+00:00,Involuntary Removal,None,Active,730 E Marquam St,2023-08-22T17:38:27.081708+00:00,,97362-9704
Nicholasville,US,,JW22902@AOL.COM,,df4481cc-43da-47b3-842f-76731323962e,Mt Pleasant Baptist Church,+8595530096,Kentucky (KY),0acaf0e1-1016-48e6-b495-27d007b5b882,2026-01-14T13:53:28.124426+00:00,Involuntary Removal,None,Active,1108 Keene-Troy Rd,2023-11-23T01:18:25.167186+00:00,,40356-8442
Missoula,US,MT PARTY BUS,tom@aspensound.com,,1662475a-3715-4b21-bc0f-9456065c58dd,MT Black Bear LLC,+1 406-207-6224,Montana (MT),9251532e-a5a8-4b77-bc8e-074c516b3783,2026-01-14T14:36:45.284928+00:00,Involuntary Removal,None,Active,1300 W Broadway St Ste A,2024-04-25T16:33:00.35444+00:00,https://mtpartybus.com/,59802-2240
CLYDE PARK,US,,KATHIES2015@GMAIL.COM,,a70031d5-2af9-467c-b4e8-139edfc21bfd,MSH TRUCKING LLC,+1 218-431-0081,Montana (MT),7ddb0335-dc13-4c78-8a22-93d1c86db5c1,2025-11-04T14:07:22.000738+00:00,Involuntary Removal,None,Active,408 EAST AVE,2023-08-02T19:53:40.627422+00:00,,59018
Paris,US,MSB TRANSPORTATION,85michelleball@gmail.com,,cfc07302-33c1-442c-b9e2-b15ba457c5f2,MSB TRANSPORTATION,+1 217-463-2706,Illinois (IL),8a3b731a-2da9-4ee7-a9ff-2c3b2266e30e,2026-01-14T14:34:39.277569+00:00,Involuntary Removal,None,Active,319 union,2021-10-25T16:25:51.783207+00:00,,61944
Bingham,US,,carol.hines@sad13.org,,d3be92a7-a8a3-4b6f-8a7b-8ca1555b1547,MSAD13,+1 207-672-5502,Maine (ME),d135dbd7-c6ad-46c1-8724-090aba619b72,2026-01-15T13:21:09.066846+00:00,Involuntary Removal,None,Active,110 Meadow Street,2022-01-06T14:47:51.217204+00:00,,04920
Turner,US,MSAD 52,lorrie.hersey@msad52.org,,182d8676-938c-4f77-a705-f80644d64d63,MSAD 52,+1 207-576-0144,Maine (ME),5c89795d-d6b0-4740-b7de-495471a21895,2025-11-04T14:02:02.060886+00:00,Involuntary Removal,None,Active,21 Matthews Way,2022-01-27T18:11:31.583747+00:00,,04282
Lee,US,Lee School System,slangley@msad30.org,,2a79b934-75a7-40d4-9dc0-9105e9cd6bad,MSAD 30 Lee and Winn,+1 207-290-4989,Maine (ME),ed8affec-bb03-4189-b6c0-88f4924c8613,2025-12-11T20:16:18.511285+00:00,Voluntary Removal,None,Active,31 Winn Rd,2024-04-02T15:44:31.478911+00:00,,04455-4200
Norway,US,MSAD # 17,d.fontaine@msad17.org,,541130a5-e1b9-4efb-97c0-3e1617adab71,MSAD # 17,+1 207-743-5621,Maine (ME),af6f5d8d-8b93-40cc-95b0-1a441db75c6f,2025-11-04T14:15:29.713919+00:00,Involuntary Removal,None,Active,36 Brown St.,2022-01-07T15:49:13.165219+00:00,,04268
Ocean Springs,US,MS Gulf Coast YMCA,childcareadmin@mgcymca.org,,67bd8563-0599-40ab-b24c-9c576b9aa2b7,MS Gulf Coast YMCA,+1 228-872-0322,Mississippi (MS),87ded4ee-6931-4084-b8a8-1b1a0ada7abe,2025-11-04T14:08:49.620853+00:00,Involuntary Removal,None,Active,1810 Government Street,2023-03-20T16:12:22.346703+00:00,,39564
Oakdale,US,,billrichmond1969@gmail.com,,1b25ea7f-86f7-45c0-837e-8189e349ac51,MRV Siding & Supply,+1 724-678-6780,Pennsylvania (PA),6fb9c15e-38ca-4b90-bd15-d96522954e2f,2026-01-14T14:26:30.027284+00:00,Involuntary Removal,None,Active,7848 Steubenville Pike,2024-02-20T17:57:45.865887+00:00,,15071
Anchorage,US,Signature Land Services,Office@signaturelandservices.com,+1 907-277-2213,32136c36-70b6-45ab-b6e3-c447be0221d9,MRT Inc,+1 907-277-2212,Alaska (AK),04beacf8-2d85-4035-a2a0-79d734420f1c,2026-01-14T13:51:27.448366+00:00,Involuntary Removal,None,Active,2945 Mountain View Dr.,2022-04-19T16:46:13.13054+00:00,http://www.SignatureLandServices.com,99501
Houston,US,,gw.grover@mrcglobal.com,,1fef1d15-7657-4bb1-9467-365b785a6d6a,MRC Global INC.,+1 806-274-7041,Texas (TX),4c60700f-67f7-4ae7-9a73-17c1824d0855,2025-11-04T13:59:22.497953+00:00,Involuntary Removal,None,Active,1301 McKinney St,2023-01-06T17:02:21.73228+00:00,,77010-3035
Somerset,US,,jam@mrwfireworks.com,,e5722909-dc11-4888-9531-b932e7ecb19c,"Mr. W Fireworks, Inc.",+1 210-622-3112,Texas (TX),a93b4339-0eee-4b84-a74b-83b6ad15789c,2026-01-14T14:43:57.361131+00:00,Involuntary Removal,None,Active,12221 FM476,2022-10-14T18:34:57.004637+00:00,,78069
city of industry ,US,,renrenpcliumeng@gmail.com,,f3c9988d-507e-46af-8f9d-b5ad6ca5f865,Mr. Liu rental and service llc ,+1 626-347-9281,California (CA),55411c5d-a6cf-46a4-b6b3-626efec829b1,2025-11-04T14:01:03.936678+00:00,Involuntary Removal,None,Active,18401 arenth ave ,2022-01-27T20:13:43.017135+00:00,,91748
St. Petersburg,US,,mr@infothebigdreamsllc.com,,95acf7fe-8037-4ecf-a066-e4c4e08ff69e,MR Big Dreams LLC,+1 305-203-3003,Florida (FL),6f879b58-d800-4bc9-b813-573f8b4b8731,2026-01-14T14:26:24.223829+00:00,Involuntary Removal,None,Active,7901 4th St N,2024-05-03T17:20:17.154262+00:00,,33702
Hebron,US,MPW,jfrye@mpwservices.com,,a4d3e575-b217-43a4-8868-12dae0aa0503,MPW Transportation Services LLC,+1 740-928-0213,Ohio (OH),1363c28c-7fa3-4d98-9148-00d0c19d1f0a,2026-01-14T13:56:14.052709+00:00,Involuntary Removal,None,Active,9711 LANCASTER RD SE,2022-01-20T16:41:28.948334+00:00,,43025
Hebron,US,MPW Industrial Services,lisa.taylor@mpwservices.com,,bea08e9a-3d93-4dfc-bc26-396cf2c12e55,"MPW Industrial Services, Inc",+1 800-827-8790,Ohio (OH),d9b150ac-226f-4e5e-9f2b-27104545380d,2025-11-04T14:23:09.171289+00:00,Involuntary Removal,None,Active,9711 Lancaster Road,2023-05-10T18:55:12.090595+00:00,https://www.mpwservices.com/,43025
Schenectady,US,MPC Construction,mpccdlschool@gmail.com,,7fc07906-5bef-41f1-a7bb-2d376b52b49e,"MPC Construction Services, LLC",+1 518-346-4646,New York (NY),e631e79c-395f-4a45-b66b-f7fbbf59491a,2025-11-04T14:27:05.745281+00:00,Involuntary Removal,None,Active,2244 Maxon Rd Ext,2022-02-05T06:45:59.93097+00:00,,12308
Bakersfield,US,,mwreed@mpenviro.com,,48ee5076-b529-44d1-aa17-ec76dca99bb0,MP ENVIRONMENTAL SERVICES INC,+1 800-458-3036,California (CA),8fda58e0-c14a-4bea-954c-b58ec805c5f4,2026-01-14T14:36:04.904372+00:00,Involuntary Removal,None,Active,3400 Manor St,2022-11-04T18:12:47.774637+00:00,http://MPENVIRO.COM,93308-1451
Port Townsend,US,,mail@movingearthllc.com,,74b3ba82-6dcb-4568-a69f-dc3418d8ca52,Moving Earth LLC,+1 360-385-4451,Washington (WA),cfaf4a90-2f0f-4ce8-939c-97efb5316b3e,2025-11-04T14:21:13.216412+00:00,Involuntary Removal,None,Active,108 Airport Rd,2022-03-03T00:14:36.809521+00:00,http://www.movingearthllc.com,98368-9716
uvalde,US,,Logistics@moveitall.work,,f3ec8722-b9e0-497c-b43a-4aa186be49ec,Move It All Logistics,+1 432-888-4137,Texas (TX),59053a98-bd60-4485-9e89-f90eef3e16be,2025-11-04T14:01:32.622499+00:00,Involuntary Removal,None,Active,3521 east main st trailer 2,2022-07-11T18:24:19.716891+00:00,http://www.moveitall.work,78801
Tuftonboro,US,,mtnsidelandscape@roadrunner.com,,7b03bc3d-8aa0-41ff-8878-1bb3c77f5d99,Mountainside Landscaping Inc,+1 603-569-4545,New Hampshire (NH),f5d743ee-a310-4bc5-803f-113cf29911e0,2025-11-04T14:27:24.260849+00:00,Involuntary Removal,None,Active,147 Middle Road,2023-06-01T14:12:50.104482+00:00,,03816
Weston,US,Mountaineer Specialty LLC,mbailey@mountaineerspecialty.com,,65070258-81fe-4ef0-b9e7-24dea13820be,Mountaineer Specialty LLC,+1 304-641-0059,West Virginia (WV),66f89310-4621-4797-a7cf-3c86571c37ba,2026-01-14T14:23:51.420613+00:00,Involuntary Removal,None,Active,PO BOX 1082,2022-12-02T22:36:15.018601+00:00,,26452
Mountainburg,US,,jerry.smith@mountainburg.org,,0a544ea0-6e2d-40da-989a-10bf1c698531,Mountainburg School District,+1 479-369-2705,Arkansas (AR),6d28310e-6dd5-4185-ac42-93d818c4fc42,2025-11-04T14:05:44.193223+00:00,Involuntary Removal,None,Active,129 Hwy 71 SW ,2022-01-06T16:57:43.674646+00:00,,72946
Pueblo West,US,360 WHOLESALE GLASS,360wholesaleglass@gmail.com,+1 719-547-4314,5cf8fdf0-ca18-4cab-ba11-774c9ada0c25,Mountain West Wholesale Glass Inc,+1 719-547-3918,Colorado (CO),f7df6fd1-8906-4b59-99c6-40001857a69e,2025-10-22T19:05:10.220309+00:00,Voluntary Removal,None,Active,71 N Magneto Dr.,2022-05-24T19:56:20.265996+00:00,,81007
Hyde Park,US,Mountain West Motor,dallin@mwmotor.com,,f8b69665-6595-4f5a-93fb-7701b45d5366,Mountain West Motor,+1 435-932-6702,Utah (UT),2e38cbf5-7ff4-467b-96e3-f8277af395fb,2026-01-14T14:04:50.917012+00:00,Involuntary Removal,None,Active,3785 US 91,2023-12-14T15:41:50.464278+00:00,,84318
Mountain View,US,MOUNTAIN VIEW WHISMAN SCHOOL DISTRICT,lreeves@mvwsd.org,,fc9533b7-fa39-4b73-8199-dd66e25a9d3f,MOUNTAIN VIEW WHISMAN SCHOOL DISTRICT,+49 6509 0369551191,California (CA),1b4723b0-f38d-443c-b161-05af3c8de4ac,2025-11-04T13:52:43.365521+00:00,Involuntary Removal,None,Active,1695 Rock St,2022-02-07T19:40:17.852905+00:00,,94043-1841
Cabin Creek,US,,rjpreece@k12.wv.us,,4c01bcfd-5dd3-46e5-95e2-b26ffe5991fd,Mountain state ESC,+1 304-776-0011,West Virginia (WV),15f45cc1-a996-4c38-a791-7bd000be2a9d,2026-01-14T13:56:54.428129+00:00,Involuntary Removal,None,Active,106 Russell St,2024-04-02T14:32:24.614622+00:00,,25035
Dunbar,US,,plpauley@k12.wv.us,,f0abfd64-d6af-496d-87d7-e3620aff25f7,Mountain State Educational Services Cooperative,+1 304-766-0011,West Virginia (WV),bdb048c0-3e9a-4af7-b3dd-e25d85ac882e,2026-01-14T14:50:28.010194+00:00,Involuntary Removal,None,Active,501 22nd St,2024-07-08T20:04:12.48632+00:00,https://mountainstateesc.com,25064-1711
