City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
Clarkdale,US,Clarkdale-Jerome Elementary School,dnorman@cjsd3.net,,65e46c47-e8e9-4099-9e06-03a300a1ac35,Clarkdale-Jerome Elementary School,+1 928-634-5035,Arizona (AZ),2b0f17fb-4e0b-45fe-ae74-28c510331ff7,2025-11-18T18:27:38.609659+00:00,No longer providing training,None,Active,1615 Main Street,2025-11-18T18:27:38.60966+00:00,,86324
Linton,US,,tbailey@cityoflinton.com,,fdc8a235-09b3-403a-97a4-60a63b20fb46,City Of Linton,+1 812-847-7754,Indiana (IN),347acd47-e668-451d-89f2-8f90ada7d13c,2025-11-06T17:53:30.549364+00:00,No longer providing training,None,Active,86 S Main St,2022-04-11T13:17:41.489769+00:00,,47441-1819
DuPont,US,City of DuPont,LKClark@dupontwa.gov,,4903e441-68ae-4020-bd12-0259bc6f0a70,City of DuPont,+1 253-377-4970,Washington (WA),1381a6a0-798b-47c9-b0a8-fe93fb1ee605,2025-11-06T17:37:04.902631+00:00,No longer providing training,None,Active,1700 Civic Dr.,2022-07-27T18:23:57.974207+00:00,,98327
FORT RECOVERY,US,CHEESEMAN LLC,SEVERS@CHEESEMAN.COM,,4413672c-24c8-4167-9ff2-e77448827e7c,CHEESEMAN LLC,+1 419-375-4132,Ohio (OH),ddb9be6d-042e-4334-b3a6-6c053f88b769,2025-12-22T14:53:05.098939+00:00,No longer providing training,None,Active,2200 ST RTE 119,2022-01-07T19:46:36.808741+00:00,,45846
Chambersburg,US,,craig.kirkpatrick@casdonline.org,,c60e2f2c-fd3b-471a-934e-ae5fd2103d6d,Chambersburg Area School District,+1 717-261-3462,Pennsylvania (PA),883836c5-b9b9-4023-a62f-4dcb4e14a5c0,2026-01-02T22:26:23.615831+00:00,No longer providing training,None,Active,850 Cider Press Rd,2025-10-01T20:45:53.330572+00:00,https://www.casdonline.org,17202-8873
Manteca,US,,casprelli@cvbcmanteca.org,,c97ee8b0-d078-4de8-8143-1b4d81161b60,Central Valley Baptist Church,+1 888-982-8931,California (CA),c912095b-e3ab-45fc-8f20-133a3862b0a6,2025-11-17T20:02:13.203921+00:00,No longer providing training,None,Active,17900 Comconex Rd,2024-04-30T16:16:06.84164+00:00,https://manteca.church/,95336
TILTON,US,,rfox@ciscale.com,,4b529ba8-a193-40b3-9670-ccd327075fe4,Central Illinois Scale Co.,+1 217-442-7850,Illinois (IL),ad5fc980-e42d-47c0-a67d-faa4bfe910d8,2026-01-15T16:54:03.081845+00:00,No longer providing training,None,Active,402 S L ST,2024-02-12T20:22:47.036367+00:00,,61833-7837
Lancaster,US,,info@cdlway.com,,2a947939-703c-4dd7-8b6b-dedb4e99c1bc,CDL Ed Training Inc,+1 717-208-0838,Pennsylvania (PA),a300b37d-54c3-4939-b111-10e2b070c1f0,2025-08-12T20:00:41.709002+00:00,Involuntary Removal,None,Active,102 Chester Street,2023-01-16T20:06:58.950706+00:00,http://www.cdlway.com,17602
Cannelton,US,,canneaw@psci.net,,f768234a-fd61-46df-a03b-b063034ec4e2,Cannelton Utilities,+1 812-547-7919,Indiana (IN),45b207f1-6025-427c-981d-f122007ef1f2,2025-11-06T18:00:41.711618+00:00,No longer providing training,None,Active,610 Washington Street,2024-06-03T16:32:50.22226+00:00,,47520
Byron,US,,brundle@byron226.org,,430bb943-7cbe-4887-b369-c65255ae2481,Byron School District,+1 815-234-5491 ext. 4400,Illinois (IL),5c8df4f5-85a8-483d-a331-e019cc4f63cf,2026-01-05T13:47:32.010002+00:00,No longer providing training,None,Active,696 N Colfax Street,2024-02-01T15:46:20.021473+00:00,,61010
Bismarck,US,,drhilborn@nd.gov,,af54d979-58c3-4ea9-8e48-069c4d371657,Burleigh County,+1 701-222-6669,North Dakota (ND),09102725-de6e-4636-a434-1e5ee6db5961,2025-11-06T17:32:32.416161+00:00,No longer providing training,None,Active,316 N 5th St,2022-05-18T17:48:34.459028+00:00,,58501-4030
Rutherfordton,US,,rhammett@ncbrwa.com,,b10c3e79-ac3d-40c2-a01e-97fae41ebec3,Broad River Water Authority,+1 828-286-0640,North Carolina (NC),42a09fae-3919-445c-996d-1b947a57a14e,2025-11-06T17:59:10.306536+00:00,No longer providing training,None,Active,112 N Main St,2024-02-13T20:29:54.015122+00:00,,28139-2595
Rockville,US,,bovietransport@gmail.com,,b685e204-fd5b-4f30-875c-3e0002094a1b,Bovie Transport LLC,+1 812-236-9120,Indiana (IN),1bfb9578-b87a-4de3-85a1-9a368313dcb3,2025-11-06T17:40:19.606593+00:00,No longer providing training,None,Active,4860 Catlin Rd,2023-04-24T15:11:37.488522+00:00,,47872-7308
Forrest,US,,trentonbounds@gmail.com,,b121cc17-b292-4449-b9de-c64f6627c559,Bounds Grain Farm,+49 8154 8811444,Illinois (IL),dfc1156f-0207-4e52-abdc-0b0eeb8b984d,2025-11-06T19:47:20.123657+00:00,No longer providing training,None,Active,28801 E 500 N Rd,2023-03-17T19:41:20.587179+00:00,,61741
Lakehurst,US,,dwinton@lakehurst-nj.gov,,1378b363-4c54-4eb1-b529-1b5e51b4150d,Borough of Lakehurst,+1 732-657-4141 ext. 303,New Jersey (NJ),7aeb3d6e-f807-4fea-8a1e-8820596aa9ee,2025-11-25T19:15:39.541979+00:00,No longer providing training,None,Active,5 Union Avenue,2023-05-23T19:01:14.906375+00:00,https://www.lakehurst-nj.gov,08733
Edgewater,US,BOROUGH OF EDGEWATER,thomasq@edgewaternj.org,,1fc5f08f-0b44-4f69-9e07-0fdfd526b424,BOROUGH OF EDGEWATER,+1 201-213-7050,New Jersey (NJ),c4c7d628-07ee-4d41-bd91-204a79020663,2025-11-17T20:01:35.00293+00:00,No longer providing training,None,Active,55 River Rd,2022-08-18T13:25:11.510025+00:00,,07020-1017
Boise,US,,steve.kirsch@becrashfree.com,,c01ffe61-b5bc-4ea8-b251-ad80e9bbcd5c,"Be Crash Free, LLC",+1 760-881-5257,Idaho (ID),38768213-e2f1-4a58-8218-7750098eed16,2025-11-06T17:55:14.513718+00:00,No longer providing training,None,Active,10026 W Rustica St,2024-05-30T14:11:21.966509+00:00,http://www.becrashfree.com,83709-5302
Londonderry,US,Bauchman's Towing,bauchmanstowing@yahoo.com,,d51f5472-2d9f-4a66-ad56-94813d948c5c,Bauchman's Towing Inc,+1 603-552-3303,New Hampshire (NH),34657f30-ebe2-4396-8244-00e4881e25a5,2025-11-06T17:53:26.649103+00:00,No longer providing training,None,Active,5 Enterprise Dr,2022-06-06T16:52:51.080694+00:00,,03053
Hyannis,US,,gifford_sandy@mybps.us,,d49815c3-904e-4265-ace6-7ee662e76c96,Barnstable Public Schools,+508 7906498,Massachusetts (MA),e8cd29ad-c219-44b2-939f-e78bdecc8615,2025-11-17T20:04:50.63961+00:00,No longer providing training,None,Active,835 Falmouth Rd,2024-11-13T13:34:03.999478+00:00,https://www.barnstable.k12.ma.us/,02601-2317
West Linn,US,,athey.youth@atheycreek.com,,8df05b5e-a9e5-47b3-b370-4897753c62ef,Athey Creek Christian Fellowship,+1 971-327-2120,Oregon (OR),25e5bc76-efb4-4807-8f2f-a344033bb1b9,2025-11-06T17:43:55.734294+00:00,No longer providing training,None,Active,2700 SW Ek Rd,2022-07-25T17:29:53.801931+00:00,,97068
Athens,US,ATHENS ACADEMY,rparks@athensacademy.org,,91c23a98-1f6f-4f73-ba2b-ffebbf622a9d,ATHENS ACADEMY,+1 706-247-2010,Georgia (GA),6b2ba28c-ab82-44a0-9244-d5679b658927,2025-11-06T18:26:08.697301+00:00,No longer providing training,None,Active,1281 Spartan Ln,2025-09-05T14:22:11.191767+00:00,,30606-5321
Lauderdale Lakes,US,Central Charter School,pmajor@centralcharterschool.com,,5ca9d5ba-ca79-4672-a6e8-7becabb76c68,Assistance Unlimited,+1 954-735-6295,Florida (FL),2fee985c-af86-4e59-8918-41e249acfa77,2025-11-06T17:50:55.20706+00:00,No longer providing training,None,Active,4515 N State Rd 7,2024-02-06T15:49:30.331786+00:00,https://www.centralcharterschool.com/,33311
San Antonio,US,,arangel@arnoldoil.com,,5ca98d19-9ead-4778-b062-c59ae923ef72,Arnold Oil Company Fuels LLC,+1 210-529-6345,Texas (TX),d26a397a-9abd-4e1b-ac66-a1235f00422a,2025-11-06T19:39:30.509054+00:00,No longer providing training,None,Active,13109 Donop Road,2024-06-27T12:50:15.947301+00:00,,78065
Little Rock,US,AECI,DOTSupport@aeci.com,,e69377ac-ea23-4444-96b3-4a164ad1da19,"Arkansas Electric Cooperatives, Inc.",+1 501-570-2407,Arkansas (AR),908e5f10-7c4f-4fba-a57b-5fb590edd4c6,2025-11-06T18:44:35.555944+00:00,No longer providing training,None,Active,1 Cooperative Way,2022-01-28T18:06:28.683272+00:00,,72219
Alturas,US,,sjoyce@blm.gov,,2b406204-13fb-439b-9b00-8a6adbde12ff,Applegate Field Office Bureau of Land Management,+1 530-233-4666,California (CA),d7c1c4a2-7a6b-44c3-91c3-de9a1825be24,2025-11-06T19:41:47.218976+00:00,No longer providing training,None,Active,708 W 12th St,2022-04-29T12:44:13.016371+00:00,,96101-3130
Amarillo,US,School District,kirk.self@amaisd.net,,48d6f3cf-2474-4a95-bd44-f68c186d7f23,Amarillo ISD,+1 806-326-1122,Texas (TX),2ae3701d-1a19-431c-8191-835e010da330,2025-11-06T17:48:51.285324+00:00,No longer providing training,None,Active,7200 I40West,2022-07-02T13:34:41.695999+00:00,http://www.amaisd.org,79106
Decatur,US,,ampmglobal06@gmail.com,+1 866-672-7762,d5e1a317-1aaf-41e4-b187-0100903c4b59,AM PM GLOBAL LOGISTICS,+1 404-545-9691,Georgia (GA),568d01ac-8c46-41bd-bf2d-f2379ed081b3,2025-07-01T19:08:36.952736+00:00,Set In-Review,None,Active,3009 Rainbow Dr,2022-08-23T13:14:20.198629+00:00,,30034-1680
Woodhull,US,,bolduca@alwood.net,,32cd07b8-c661-4249-8b94-55eef84eb45d,AlWood CUSD 225,+1 309-334-2719,Illinois (IL),d702e60f-98b5-42f0-9ec6-d9dadd6a0726,2025-11-06T19:41:25.74155+00:00,No longer providing training,None,Active,301 E 5th Ave,2023-01-19T18:21:28.603112+00:00,https://sites.google.com/a/alwood.net/aw225?pli=1,61490-9684
Burlington,US,,sinclair0530@gmail.com,,975a467c-ae8b-4629-99bd-11a3eca3ee3e,Alvin and sons,+1 252-406-5722,North Carolina (NC),cf4a98e8-afd8-4b73-945b-09be3a80a2ee,2025-07-01T19:07:53.052276+00:00,Set In-Review,None,Active,2609 Tucker St,2022-07-02T00:55:06.467621+00:00,,27215-8857
ALICE,US,ALICE ISD,daniel.galvan@aliceisd.net,,66244a48-e3a2-4bc8-88ed-032269f64714,ALICE INDEPENDENT SCHOOL DISTRICT,+1 361-660-2089 ext. 0,Texas (TX),1ec9c8cd-b427-4aa5-a7a9-a6e5e13ffe22,2025-12-15T19:54:17.645486+00:00,No longer providing training,None,Active,209 S. STADIUM,2023-01-05T17:23:20.246516+00:00,https://www.aliceisd.net/,78332
Acton,US,,a.small@actonfire.org,,c873f62a-b89c-4964-8b60-a89a031b67a3,"Acton Fire Rescue, Acton, ME",+1 207-636-3230,Maine (ME),eb4e0fe1-90ba-4a8d-b130-8e3303470191,2025-11-06T19:56:31.778366+00:00,No longer providing training,None,Active,1725 ME-109,2024-01-29T16:20:07.702911+00:00,,04001-5207
Manchester,US,2 Renew Logistics,2renewlogistics@gmail.com,+1 706-672-6130,76278ec6-8bab-4c67-a566-e88394711bc0,2 Renew Logistics,+1 706-741-8986,Georgia (GA),98ad3db3-b64d-4baa-b286-372e32a8a141,2025-09-17T13:13:01.574305+00:00,Involuntary Removal,None,Active,2850 GA Hwy 85 E Bldg A,2022-09-08T14:31:07.44473+00:00,https://2renewlogistics.com,31816
